objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,type,specobjid,class,subClass,redshift,plate,mjd,fiberid,sourceType,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg
1.23765E+18,10.22679628,14.74370603,22.42121,20.52819,18.70261,18.00149,17.58529,1904,301,3,216,-0.1630046,2.412226,2.24717,2.269408,2.164489,2.052716,2.043958,2.034686,2.045542,2.071167,-9999,1.712733,1.455349,1.469554,1.291529,-9999,5.673824,4.569451,4.622091,4.109631,3,4.70655E+17,GALAXY,,0.3297449,418,51884,104,QA,27,0.814999998,0,0,0.074000001,0.111000001,0
1.23765E+18,10.18971798,14.85113023,23.57613,20.61709,18.80454,18.0859,17.67006,1904,301,3,216,0.7225879,2.359802,2.309016,2.259909,2.179299,2.047841,2.043126,2.047603,2.04611,2.057625,4.844071,2.153309,1.749169,1.580126,1.486247,6.274849,6.260455,5.729551,5.249875,5.425601,3,4.70657E+17,GALAXY,,0.2996413,418,51817,113,GALAXY,28,0.713999987,0,0.071000002,0.035999998,0.107000001,0.071000002
1.23765E+18,10.18971798,14.85113023,23.57613,20.61709,18.80454,18.0859,17.67006,1904,301,3,216,0.7225879,2.359802,2.309016,2.259909,2.179299,2.047841,2.043126,2.047603,2.04611,2.057625,4.844071,2.153309,1.749169,1.580126,1.486247,6.274849,6.260455,5.729551,5.249875,5.425601,3,4.70658E+17,GALAXY,,0.2995813,418,51884,116,GALAXY,28,0.713999987,0,0.071000002,0.035999998,0.107000001,0.071000002
1.23765E+18,10.22679628,14.74370603,22.42121,20.52819,18.70261,18.00149,17.58529,1904,301,3,216,-0.1630046,2.412226,2.24717,2.269408,2.164489,2.052716,2.043958,2.034686,2.045542,2.071167,-9999,1.712733,1.455349,1.469554,1.291529,-9999,5.673824,4.569451,4.622091,4.109631,3,4.70659E+17,GALAXY,,0.3299055,418,51817,119,QA,27,0.814999998,0,0,0.074000001,0.111000001,0
1.23767E+18,239.7920809,-0.600622704,17.19665,15.85261,15.25245,14.8934,14.63705,5396,301,2,16,2.267677,2.434123,2.534813,2.578327,2.587448,2.098888,2.100356,2.09774,2.130599,2.133426,9.044486,7.373942,6.714118,6.901344,5.814976,22.15435,15.90997,15.44969,17.45304,13.0756,3,3.86213E+17,GALAXY,STARFORMING,0.03174879,343,51692,105,GALAXY,24,0.082999997,0.041999999,0.583000004,0.25,0.041999999,0
1.23766E+18,239.6156002,-0.543006858,19.98857,17.48885,16.16594,15.63022,15.1765,2346,301,2,42,2.172979,2.307081,2.348931,2.354431,2.345829,2.097165,2.098612,2.119719,2.120393,2.116045,4.223374,2.710238,2.892989,2.911149,2.740069,8.296164,8.702104,9.435656,9.536647,9.602345,3,3.86213E+17,GALAXY,,0.1566048,343,51692,106,GALAXY,52,0.846000016,0.018999999,0,0.018999999,0,0.115000002
1.23767E+18,239.7823323,-0.553079903,19.69586,17.63891,16.85535,16.35375,15.9498,5396,301,2,16,0.6818807,2.054657,2.125412,2.163491,2.171709,2.099623,2.100928,2.106207,2.129995,2.136409,3.416966,4.577808,3.987528,3.731899,3.364945,7.667931,10.41862,8.930697,8.465886,7.113637,3,3.86213E+17,GALAXY,STARFORMING,0.05136646,343,51692,107,GALAXY,36,0.222000003,0.028000001,0,0.75,0,0
1.23767E+18,239.6790647,-0.44875579,18.3819,16.3968,15.42841,14.94667,14.56589,5396,301,2,15,2.38373,2.527018,2.519028,2.538637,2.536004,2.102484,2.098459,2.104944,2.14458,2.131485,4.65393,3.982786,3.725061,3.58556,3.577228,13.13577,10.66971,10.49441,10.35353,10.41064,3,3.86214E+17,GALAXY,,0.05160759,343,51692,109,GALAXY,32,0.312000006,0.030999999,0.061999999,0.561999977,0.030999999,0
1.23767E+18,239.9936179,-0.183548765,21.37952,19.24263,17.75409,17.13078,16.68026,5396,301,3,15,1.98284,2.30441,2.29551,2.334221,2.318515,2.108732,2.107341,2.119154,2.132132,2.148903,2.010469,1.611135,1.576021,1.482579,1.506875,5.711219,3.784172,4.244355,3.904526,4.113026,3,3.86214E+17,GALAXY,,0.1833328,343,51692,112,GALAXY,31,0.709999979,0.032000002,0,0.064999998,0.097000003,0.097000003
1.23767E+18,239.6984524,-0.450349043,18.81618,17.08891,16.17875,15.71183,15.35596,5396,301,2,15,2.381,2.386057,2.378211,2.37916,2.369451,2.102194,2.103538,2.10835,2.144761,2.132356,3.068426,3.373148,3.233141,3.065349,2.758767,7.701087,9.5935,9.904145,9.74151,8.724084,3,3.86215E+17,GALAXY,STARFORMING,0.05154865,343,51692,114,GALAXY,21,0.762000024,0.189999998,0.048,0,0,0
1.23765E+18,239.8861004,-0.423756513,19.78129,18.38592,17.46232,16.94608,16.59111,745,301,2,542,2.294842,2.46651,2.416912,2.433974,2.409455,2.132009,2.122411,2.105764,2.106554,2.13633,1.534999,2.075926,2.109543,2.006928,1.744917,3.527668,5.613161,5.402175,5.615452,4.217217,3,3.86216E+17,GALAXY,STARFORMING,0.1205355,343,51692,118,GALAXY,35,0.742999971,0,0.028999999,0.200000003,0.028999999,0
1.23766E+18,239.5571374,-0.581317376,21.11328,18.49226,17.20544,16.77419,16.27013,2346,301,2,42,2.086618,2.332092,2.365996,2.370418,2.338247,2.093076,2.10124,2.117281,2.12381,2.122518,1.272533,1.983531,1.967672,2.12248,1.979513,9.443307,5.364406,5.641697,6.081462,6.187996,3,3.86224E+17,GALAXY,,0.1564998,343,51692,146,GALAXY,31,0.644999981,0,0.097000003,0.160999998,0.064999998,0.032000002
1.23765E+18,239.3827793,-0.467645072,18.92864,17.23419,16.34944,15.87633,15.52964,745,301,2,539,2.043203,2.359038,2.477345,2.471033,2.559708,2.114434,2.136153,2.116883,2.097907,2.127593,4.086264,3.806976,3.617916,3.361134,3.452104,7.132739,8.543804,8.567421,7.691535,9.589026,3,3.86225E+17,GALAXY,,0.08465462,343,51692,150,GALAXY,19,0.368000001,0,0.632000029,0,0,0
1.23766E+18,239.5665026,-0.598711528,21.1381,18.70139,17.40612,16.89317,16.48748,2346,301,2,42,1.20048,2.261571,2.331361,2.315488,2.333219,2.093012,2.101241,2.116321,2.121947,2.120077,1.017757,1.626455,1.850679,1.81391,1.706699,1.370093,4.927501,6.035065,5.865421,5.341422,3,3.86225E+17,GALAXY,,0.1564645,343,51692,151,GALAXY,33,0.908999979,0.029999999,0,0.029999999,0,0.029999999
1.23765E+18,239.5970789,-0.115011897,20.43887,18.27029,16.95136,16.41024,15.99215,745,301,3,540,2.123382,2.389227,2.347961,2.362441,2.361725,2.123236,2.117518,2.106602,2.120922,2.156746,2.026295,2.406688,2.660269,2.691169,2.604264,4.470785,6.809134,8.234149,8.063662,8.339028,3,3.86225E+17,GALAXY,,0.1570185,343,51692,152,GALAXY,64,0.906000018,0,0,0.046999998,0,0.046999998
1.23766E+18,239.5204855,-0.575109378,19.46149,17.94219,17.08631,16.63441,16.25965,2346,301,2,42,1.935389,2.04841,2.14284,2.135018,2.167996,2.091057,2.100178,2.120114,2.126556,2.111382,2.63382,3.016599,2.90608,2.944093,2.783754,4.717752,5.863091,6.165871,6.705549,5.874557,3,3.86226E+17,GALAXY,STARFORMING,0.0835468,343,51692,154,GALAXY,56,0.57099998,0.035999998,0.071000002,0.286000013,0.035999998,0
1.23765E+18,239.5149347,-0.124238869,18.78641,16.79103,15.85171,15.3801,15.02822,745,301,3,540,2.293042,2.39953,2.374321,2.390479,2.413325,2.122093,2.135612,2.102434,2.120746,2.1538,2.206073,2.224535,2.218573,2.192824,2.193072,6.403094,6.38237,6.364624,6.321314,6.51291,3,3.86227E+17,GALAXY,,0.04077013,343,51692,159,GALAXY,27,0.666999996,0,0,0.333000004,0,0
1.23767E+18,239.1989835,-0.487301261,19.97062,18.55442,17.63037,17.06573,16.7671,5396,301,1,12,2.194316,2.215945,2.316622,2.329109,2.311589,2.09463,2.111399,2.12782,2.14468,2.107571,1.401667,1.726948,1.872613,1.977907,1.557704,3.590828,5.413219,5.676587,6.40889,4.660386,3,3.8623E+17,GALAXY,STARFORMING,0.1575148,343,51692,168,GALAXY,55,0.726999998,0.017999999,0,0.055,0.164000005,0.035999998
1.23766E+18,238.8619993,-0.620520567,20.06679,18.34428,17.4859,16.97401,16.65563,2379,301,6,198,2.26097,2.338475,2.358627,2.33932,2.371641,2.097194,2.094558,2.087313,2.06649,2.069658,2.932139,2.567869,2.423777,2.405947,2.429156,7.973341,6.201065,6.494871,6.323088,7.031913,3,3.86235E+17,GALAXY,STARFORMING,0.1094222,343,51692,185,GALAXY,32,0.469000012,0,0,0.344000012,0.156000003,0.030999999
1.23765E+18,238.9774615,-0.125159828,20.68658,18.76897,17.65193,17.15895,16.7581,745,301,3,536,2.173178,2.354451,2.343872,2.325534,2.336945,2.096575,2.117285,2.117496,2.137027,2.121038,2.740448,2.222785,2.045261,1.953505,1.885733,8.615202,6.563826,5.814224,5.913681,5.324432,3,3.86236E+17,GALAXY,,0.118315,343,51692,192,GALAXY,30,0.76700002,0,0,0.033,0.166999996,0.033
1.23765E+18,239.0184017,-0.092310641,19.49292,17.89576,17.0941,16.65225,16.36352,745,301,3,536,2.209744,2.26741,2.308145,2.352037,2.316456,2.095924,2.115573,2.118124,2.132808,2.119036,3.15586,3.229549,2.922647,2.763953,2.584203,6.280089,8.663846,8.057962,7.376633,7.751721,3,3.86239E+17,GALAXY,STARFORMING,0.07758257,343,51692,200,GALAXY,22,0.591000021,0.045000002,0,0.363999993,0,0
1.23765E+18,238.7367181,-0.209378169,17.13469,15.97948,15.26317,14.81645,14.50262,752,301,3,636,2.253786,2.358433,2.516105,2.489297,2.448371,2.10489,2.103714,2.099143,2.100307,2.117572,3.423487,3.808142,3.814975,3.749891,3.488805,10.82989,11.26563,11.10728,11.28404,10.66349,3,3.86246E+17,GALAXY,STARBURST,0.04280036,343,51692,228,GALAXY,37,0,0.94599998,0.054000001,0,0,0
1.23766E+18,238.8330407,-0.61625723,19.46927,17.88648,16.7759,16.25575,15.8849,2379,301,6,198,2.094926,2.41662,2.487384,2.49022,2.47484,2.084809,2.091055,2.084243,2.057115,2.061197,3.919369,2.919933,2.838825,2.712083,2.610753,10.7415,6.864137,7.738662,7.102964,7.430203,3,3.86247E+17,GALAXY,STARFORMING,0.1564689,343,51692,232,GALAXY,66,0.712000012,0.105999999,0.015,0.166999996,0,0
1.23766E+18,238.8518134,-0.539258101,19.72656,18.28464,17.5625,17.13185,16.87716,2379,301,6,198,2.05213,2.200107,2.248693,2.228045,2.255194,2.086087,2.097726,2.060147,2.030235,2.01466,1.242227,1.483556,1.431646,1.465781,1.453722,3.222265,4.081701,3.971836,3.931,3.943017,3,3.86249E+17,GALAXY,STARFORMING,0.1093267,343,51692,237,GALAXY,32,0.437999994,0,0,0,0.187999994,0.375
1.23765E+18,238.467804,-0.099689566,22.58435,20.7277,18.90188,18.22034,17.83825,745,301,3,533,1.177866,2.355031,2.271333,2.254647,2.298527,2.099353,2.125182,2.115624,2.120519,2.143141,-9999,1.552795,1.378107,1.346655,1.492526,-9999,4.239412,3.857784,3.870632,3.594653,3,3.86256E+17,GALAXY,,0.3408674,343,51692,262,GALAXY,32,0.718999982,0,0,0.030999999,0.187999994,0.061999999
1.23766E+18,238.4567258,-0.6200174,25.32107,20.57402,18.91572,18.24518,17.84694,2379,301,6,196,-9999,2.246746,2.264872,2.253842,2.327614,2.077269,2.092965,2.085264,2.060641,2.059429,-9999,1.046411,1.15384,1.203117,1.382244,-9999,2.562639,3.016009,3.302518,3.858503,3,3.86257E+17,GALAXY,,0.3004341,343,51692,267,GALAXY,28,0.536000013,0,0,0.071000002,0.356999993,0.035999998
1.23765E+18,238.2219135,-0.132528645,22.48091,19.68635,18.06919,17.42014,17.02861,745,301,3,531,1.405466,2.335798,2.359476,2.360674,2.307583,2.106161,2.132853,2.101405,2.110422,2.134229,0.302159,3.123425,2.526188,2.590338,2.478562,0.3945554,7.667095,8.433173,8.656023,6.61861,3,3.8626E+17,GALAXY,,0.2741924,343,51692,276,GALAXY,36,0.444000006,0.028000001,0,0.056000002,0.25,0.222000003
1.23766E+18,238.5524016,-0.498920747,25.19099,20.84559,19.02968,18.29573,17.85818,2379,301,6,196,-9999,2.199279,2.283173,2.249035,2.268087,2.09517,2.088807,2.077425,2.049665,2.019371,-9999,1.325378,1.681082,1.622744,1.655546,-9999,2.924271,4.971786,4.6193,4.873462,3,3.8626E+17,GALAXY,,0.3685126,343,51692,278,GALAXY,29,0.723999977,0.034000002,0,0,0.240999997,0
1.23766E+18,238.2034103,-0.524923689,16.87581,15.45372,14.81406,14.32808,14.0627,2379,301,6,194,2.680568,2.346729,2.466832,2.552642,2.667879,2.097563,2.096343,2.078666,2.061481,2.037975,7.490633,7.156556,6.805352,7.270575,7.022883,15.92365,14.99007,15.51576,16.27954,16.19587,3,3.86268E+17,GALAXY,STARFORMING,0.07957811,343,51692,306,GALAXY,79,0.037999999,0.505999982,0.013,0.025,0.316000015,0.101000004
1.23765E+18,238.0811358,-0.178726495,25.72095,20.92697,19.08381,18.26499,17.82679,745,301,3,530,-4.760221,2.359679,2.388299,2.329435,2.428084,2.102493,2.132577,2.111305,2.117434,2.148049,-9999,1.672789,2.18572,1.648204,1.521568,-9999,3.449845,6.601471,5.032571,3.422592,3,3.86269E+17,GALAXY,,0.3898208,343,51692,309,GALAXY,52,0.61500001,0,0.018999999,0.037999999,0.326999992,0
1.23766E+18,237.7851271,-0.549815568,19.60991,18.67865,18.27838,17.92431,17.81315,2379,301,6,191,1.979396,2.081882,2.108559,2.094946,2.040196,2.09682,2.096048,2.086884,2.058694,2.037551,1.02729,0.9912747,1.011896,1.011183,0.9597636,2.29778,2.128134,2.214531,2.229498,2.165764,3,3.86271E+17,GALAXY,STARBURST,0.08925061,343,51692,317,QSO,35,0.42899999,0,0,0.114,0.286000013,0.171000004
1.23766E+18,238.1302779,-0.627937222,23.26348,20.48806,18.78158,18.14399,17.6717,2379,301,6,193,-9999,2.238036,2.256335,2.288683,2.332142,2.09182,2.088121,2.093415,2.078929,2.051449,5.441788,1.367293,1.52618,1.495075,1.593477,6.559425,3.56108,4.729517,4.306588,4.30404,3,3.86271E+17,GALAXY,,0.2999054,343,51692,318,GALAXY,65,0.800000012,0.015,0.015,0.046,0.123000003,0
1.23765E+18,237.6569061,0.211911175,24.15841,19.93027,18.13995,17.53614,17.277,752,301,4,629,1.620401,2.379855,2.345833,2.414657,2.36148,2.076476,2.086581,2.09179,2.100578,2.058194,-9999,1.973505,2.196417,2.265525,1.288146,-9999,4.74185,5.860575,5.775827,2.745175,3,3.86278E+17,GALAXY,,0.3266157,343,51692,342,GALAXY,26,0.846000016,0.037999999,0,0,0.077,0.037999999
1.23765E+18,237.6594249,0.303683934,24.34211,20.46567,18.76599,18.13193,17.68739,745,301,4,527,0.6371968,2.39933,2.247531,2.311721,2.22722,2.059072,2.124334,2.108787,2.103773,2.110062,4.199727,1.896107,1.732054,1.528878,1.260883,8.921844,4.505963,5.680434,4.57621,3.005055,3,3.86279E+17,GALAXY,,0.3254951,343,51692,346,GALAXY,48,0.811999977,0,0,0.041999999,0.145999998,0
1.23765E+18,237.600194,-0.019071692,21.94009,21.43009,19.60905,18.70628,18.28342,745,301,3,527,1.674454,2.173142,2.256171,2.346665,2.124442,2.075914,2.123622,2.118235,2.105675,2.118825,0.6847344,1.410302,1.518467,1.582523,1.156357,1.287517,2.976275,3.963415,4.119572,3.226229,3,3.86281E+17,STAR,T2,0.000791948,343,51692,353,GALAXY,24,0.416999996,0,0,0.082999997,0.416999996,0.082999997
1.23765E+18,237.8065756,-0.03971389,24.26235,21.17264,19.32493,18.66939,18.2279,745,301,3,528,-0.807595,2.191425,2.181654,2.257373,2.303883,2.111474,2.134916,2.11429,2.113163,2.123237,4.99001,1.404039,1.919271,1.63526,1.340173,6.493695,2.314794,6.369189,6.084609,3.133103,3,3.86283E+17,GALAXY,,0.3604086,343,51692,360,GALAXY,26,0.61500001,0.037999999,0,0.115000002,0.192000002,0.037999999
1.23765E+18,238.1832355,0.410629603,20.22813,18.58785,17.76504,17.38438,17.09099,745,301,4,531,2.160531,2.343099,2.3257,2.407923,2.469474,2.098535,2.124498,2.103436,2.106138,2.115241,1.652409,1.764102,1.675804,1.809722,2.159033,6.258399,5.304585,5.209118,5.056302,5.740654,3,3.8629E+17,STAR,K1,-8.92E-05,343,51692,388,GALAXY,38,0.342000008,0,0,0.237000003,0.237000003,0.184
1.23765E+18,238.2025519,-0.060336231,22.41807,20.83688,19.05801,18.36111,17.92625,745,301,3,531,0.3660385,2.303966,2.386019,2.362556,2.232262,2.095525,2.13037,2.101662,2.11362,2.139725,3.925066,1.867579,1.706608,1.637173,1.368745,6.636326,5.743083,5.142426,5.093603,3.437591,3,3.86291E+17,GALAXY,,0.3892539,343,51692,392,GALAXY,20,0.649999976,0,0.150000006,0,0.100000001,0.100000001
1.23765E+18,238.6069526,0.261953106,19.95686,18.29393,17.25383,16.6887,16.16799,745,301,4,533,2.153148,2.32723,2.287656,2.2559,2.270816,2.104934,2.127503,2.104004,2.121587,2.127861,4.076277,3.116441,2.799237,2.725645,2.646508,10.46277,9.361176,8.266916,8.689867,9.677405,3,3.86301E+17,GALAXY,,0.09312479,343,51692,426,GALAXY,39,0.077,0.026000001,0,0.897000015,0,0
1.23765E+18,238.4653505,0.331644249,23.128,20.44436,18.64049,18.04929,17.63677,745,301,4,533,1.032879,2.249439,2.280746,2.326522,2.291263,2.101678,2.129516,2.10364,2.111468,2.118983,4.199456,1.498324,1.521814,1.438651,1.35849,5.52814,3.78386,4.466114,4.329924,3.054014,3,3.86302E+17,GALAXY,,0.3413303,343,51692,429,GALAXY,54,0.574000001,0,0.018999999,0.056000002,0.296000004,0.056000002
1.23765E+18,9.755899531,14.86722512,22.27399,19.82842,18.2348,17.61417,17.23508,1904,301,3,213,0.7612545,2.305599,2.281928,2.299938,2.269505,2.041211,2.042099,2.037114,2.02855,2.052938,3.710354,1.957411,1.755623,1.687719,1.866721,5.844565,5.069233,5.226192,5.959577,6.265145,3,4.70669E+17,GALAXY,,0.2741584,418,51884,157,GALAXY,61,0.737999976,0,0,0.048999999,0.213,0
1.23765E+18,9.755899531,14.86722512,22.27399,19.82842,18.2348,17.61417,17.23508,1904,301,3,213,0.7612545,2.305599,2.281928,2.299938,2.269505,2.041211,2.042099,2.037114,2.02855,2.052938,3.710354,1.957411,1.755623,1.687719,1.866721,5.844565,5.069233,5.226192,5.959577,6.265145,3,4.7067E+17,GALAXY,STARFORMING,0.2741908,418,51817,159,GALAXY,61,0.737999976,0,0,0.048999999,0.213,0
1.23765E+18,9.118100133,14.92380618,23.05184,19.84497,18.18121,17.56971,17.14779,1904,301,3,209,0.7835078,2.278285,2.347716,2.354528,2.402647,2.061082,2.033424,2.03145,2.040743,2.03587,5.891038,2.347954,2.121956,2.040393,2.159369,9.153611,6.710254,6.55995,6.747855,6.593396,3,4.7069E+17,GALAXY,,0.2818517,418,51817,231,GALAXY,61,0.787,0,0.066,0.033,0.115000002,0
1.23765E+18,9.118100133,14.92380618,23.05184,19.84497,18.18121,17.56971,17.14779,1904,301,3,209,0.7835078,2.278285,2.347716,2.354528,2.402647,2.061082,2.033424,2.03145,2.040743,2.03587,5.891038,2.347954,2.121956,2.040393,2.159369,9.153611,6.710254,6.55995,6.747855,6.593396,3,4.7069E+17,GALAXY,,0.281881,418,51884,233,GALAXY,61,0.787,0,0.066,0.033,0.115000002,0
1.23765E+18,8.333062867,14.87191347,22.25895,19.79551,18.18699,17.58245,17.15362,1904,301,3,204,0,2.265403,2.275704,2.290964,2.232291,2.0384,2.030762,2.031233,2.03021,2.035769,3.357714,1.462183,1.281953,1.276588,1.236212,5.275627,3.908094,3.548318,3.634245,3.353325,3,4.7071E+17,GALAXY,,0.2299288,418,51817,306,QA,44,0.795000017,0,0.023,0.090999998,0.090999998,0
1.23765E+18,8.333062867,14.87191347,22.25895,19.79551,18.18699,17.58245,17.15362,1904,301,3,204,0,2.265403,2.275704,2.290964,2.232291,2.0384,2.030762,2.031233,2.03021,2.035769,3.357714,1.462183,1.281953,1.276588,1.236212,5.275627,3.908094,3.548318,3.634245,3.353325,3,4.70713E+17,GALAXY,,0.2302172,418,51884,315,QA,44,0.795000017,0,0.023,0.090999998,0.090999998,0
1.23765E+18,8.301460639,15.64315975,22.84615,19.96865,18.32498,17.6994,17.28392,1904,301,5,204,-0.1483644,2.364404,2.31051,2.33786,2.374649,2.027228,2.062015,2.022995,2.02018,2.054213,6.926942,2.805217,2.01638,2.131593,2.214433,9.644907,8.114537,6.297263,7.103683,8.47647,3,4.70717E+17,GALAXY,,0.3162804,418,51884,329,GALAXY,28,0.75,0,0.035999998,0.035999998,0.107000001,0.071000002
1.23765E+18,8.301460639,15.64315975,22.84615,19.96865,18.32498,17.6994,17.28392,1904,301,5,204,-0.1483644,2.364404,2.31051,2.33786,2.374649,2.027228,2.062015,2.022995,2.02018,2.054213,6.926942,2.805217,2.01638,2.131593,2.214433,9.644907,8.114537,6.297263,7.103683,8.47647,3,4.70719E+17,GALAXY,,0.3162169,418,51817,339,GALAXY,28,0.75,0,0.035999998,0.035999998,0.107000001,0.071000002
1.23765E+18,8.278597324,15.36352364,26.32964,20.57957,18.71448,17.97651,17.44507,1904,301,4,204,-9999,2.347198,2.386973,2.372007,2.288133,2.045474,2.035884,2.023021,2.034353,2.027303,10.66369,2.7482,2.408606,2.336646,1.697197,11.22034,8.545469,6.135632,7.000451,4.728063,3,4.70721E+17,GALAXY,,0.3179789,418,51817,344,GALAXY,31,0.741999984,0,0.032000002,0.064999998,0.128999993,0.032000002
1.23765E+18,8.278597324,15.36352364,26.32964,20.57957,18.71448,17.97651,17.44507,1904,301,4,204,-9999,2.347198,2.386973,2.372007,2.288133,2.045474,2.035884,2.023021,2.034353,2.027303,10.66369,2.7482,2.408606,2.336646,1.697197,11.22034,8.545469,6.135632,7.000451,4.728063,3,4.70721E+17,GALAXY,,0.3183402,418,51884,344,GALAXY,31,0.741999984,0,0.032000002,0.064999998,0.128999993,0.032000002
1.23765E+18,8.648992038,15.7301583,22.89806,20.86135,18.94167,18.23831,17.76552,1904,301,5,206,-0.3524313,2.310653,2.304578,2.349626,2.326036,2.039815,2.036563,2.023194,2.010769,2.065219,3.307609,1.726995,1.762846,2.163524,1.350551,4.29102,4.805135,5.84395,8.642455,3.899599,3,4.70729E+17,GALAXY,,0.3985624,418,51817,375,GALAXY,28,0.893000007,0,0,0.035999998,0.071000002,0
1.23765E+18,8.648992038,15.7301583,22.89806,20.86135,18.94167,18.23831,17.76552,1904,301,5,206,-0.3524313,2.310653,2.304578,2.349626,2.326036,2.039815,2.036563,2.023194,2.010769,2.065219,3.307609,1.726995,1.762846,2.163524,1.350551,4.29102,4.805135,5.84395,8.642455,3.899599,3,4.7073E+17,GALAXY,,0.3983297,418,51884,379,GALAXY,28,0.893000007,0,0,0.035999998,0.071000002,0
1.23765E+18,8.672031497,15.2862287,22.55875,20.96035,19.31732,18.4822,18.01937,1904,301,4,206,0.2015314,2.455664,2.281136,2.305071,2.250917,2.040601,2.026056,2.030169,2.038752,2.029838,8.88998,3.39213,2.112573,1.720136,0.6710506,13.38365,6.729798,6.793103,6.214812,1.042997,3,4.70733E+17,GALAXY,,0.4714158,418,51884,390,QA,26,0.731000006,0,0,0.037999999,0.231000006,0
1.23765E+18,8.672031497,15.2862287,22.55875,20.96035,19.31732,18.4822,18.01937,1904,301,4,206,0.2015314,2.455664,2.281136,2.305071,2.250917,2.040601,2.026056,2.030169,2.038752,2.029838,8.88998,3.39213,2.112573,1.720136,0.6710506,13.38365,6.729798,6.793103,6.214812,1.042997,3,4.70735E+17,GALAXY,,0.4714925,418,51817,396,QA,26,0.731000006,0,0,0.037999999,0.231000006,0
1.23765E+18,8.843325131,15.63742834,23.37193,21.8714,20.72396,20.3574,19.94724,1904,301,5,207,0.4134465,2.097069,1.937008,2.074504,1.965324,2.036286,2.065584,2.016833,2.024714,2.062113,0.9321381,0.6540747,0.6534485,0.6836579,0.6068927,2.376411,1.175091,1.257682,1.342842,1.005759,6,4.70739E+17,GALAXY,STARBURST,0.3217677,418,51817,411,QA,23,0.522000015,0,0,0.086999997,0.34799999,0.043000001
1.23765E+18,8.843325131,15.63742834,23.37193,21.8714,20.72396,20.3574,19.94724,1904,301,5,207,0.4134465,2.097069,1.937008,2.074504,1.965324,2.036286,2.065584,2.016833,2.024714,2.062113,0.9321381,0.6540747,0.6534485,0.6836579,0.6068927,2.376411,1.175091,1.257682,1.342842,1.005759,6,4.70739E+17,GALAXY,STARBURST,0.3216915,418,51884,412,QA,23,0.522000015,0,0,0.086999997,0.34799999,0.043000001
1.23765E+18,8.771537094,15.23829133,24.671,21.58394,19.81612,18.91524,18.44547,1904,301,4,207,0.5710671,2.150676,2.242808,2.278279,2.24791,2.04352,2.021966,2.034159,2.029233,2.02848,3.590619,1.433874,1.209526,1.327418,1.36589,4.87074,3.651175,2.945622,3.512698,3.930048,3,4.70742E+17,GALAXY,,0.4776758,418,51884,421,GALAXY,25,0.479999989,0.079999998,0,0.079999998,0.319999993,0.039999999
1.23765E+18,8.771537094,15.23829133,24.671,21.58394,19.81612,18.91524,18.44547,1904,301,4,207,0.5710671,2.150676,2.242808,2.278279,2.24791,2.04352,2.021966,2.034159,2.029233,2.02848,3.590619,1.433874,1.209526,1.327418,1.36589,4.87074,3.651175,2.945622,3.512698,3.930048,3,4.70747E+17,GALAXY,,0.4778239,418,51817,439,GALAXY,25,0.479999989,0.079999998,0,0.079999998,0.319999993,0.039999999
1.23765E+18,238.4501087,0.381976522,23.66877,21.05141,19.23905,18.47483,18.14446,745,301,4,532,0.6750414,2.175372,2.404977,2.37225,2.403968,2.092656,2.125841,2.102482,2.121365,2.111719,-9999,2.369615,1.85002,1.736253,1.997296,-9999,6.426859,5.210692,4.513796,5.757419,3,3.86303E+17,GALAXY,,0.3996414,343,51692,433,GALAXY,32,0.718999982,0,0.030999999,0.061999999,0.187999994,0
1.23765E+18,238.8642972,0.320840038,20.06064,18.53515,17.50272,16.98507,16.62763,745,301,4,535,2.265151,2.326217,2.358697,2.36991,2.278018,2.098887,2.104198,2.107311,2.125121,2.114038,4.028261,2.632977,2.476754,2.197207,1.827263,10.0825,6.829724,7.309095,6.542428,5.635828,3,3.86312E+17,GALAXY,STARFORMING,0.1571065,343,51692,465,GALAXY,33,0.181999996,0.029999999,0.211999997,0.241999999,0.151999995,0.181999996
1.23765E+18,238.9926647,0.299297224,20.75209,18.65985,17.2112,16.64259,16.19123,745,301,4,536,2.180576,2.412868,2.419071,2.437027,2.452342,2.107359,2.111919,2.109639,2.126511,2.122843,2.506367,2.485423,2.387764,2.481756,2.308465,4.793672,7.200311,6.536108,7.361304,5.882546,3,3.86317E+17,GALAXY,,0.197679,343,51692,485,GALAXY,25,0.680000007,0,0,0.079999998,0,0.239999995
1.23765E+18,239.1120901,-0.021816032,19.19961,18.00821,17.49408,17.13919,16.95374,745,301,3,537,2.238726,2.278253,2.291531,2.28406,2.286464,2.088539,2.120792,2.115782,2.121991,2.146975,1.55714,1.485772,1.568267,1.541488,1.344448,4.131867,3.471578,3.868048,4.004049,3.268942,3,3.86321E+17,GALAXY,STARFORMING,0.04233624,343,51692,498,GALAXY,27,0.407000005,0,0,0.074000001,0.185000002,0.333000004
